user,text,negative,neutral,positive,nohate,hate,nonmisogyny,misogyny
radha_,Bangalore is playing today and the TV on the floor at work is conked off...  manikya ,0.20471817255020142,0.6238965392112732,0.1713852882385254,0.992840051651001,0.00715995067730546,0.999197781085968,0.0008022544789128006
radha_,Now I am quite sure that I had fever last night.. and still have it ,0.4466056823730469,0.5222903490066528,0.031103894114494324,0.9998589754104614,0.00014095443475525826,0.9982482194900513,0.0017518587410449982
radha_, ohh.. thats sad ,0.8792788982391357,0.11035171896219254,0.01036934182047844,0.999756395816803,0.00024363765260204673,0.9992623925209045,0.0007375461864285171
radha_, I have 200 pages to go and am hooked.. he goes away from her life?? nooo ,0.25684496760368347,0.4971635043621063,0.24599163234233856,0.9911680221557617,0.00883196759968996,0.9993256330490112,0.0006744080455973744
radha_, ohhhh  the book's sitting here on my desk at work.. am so tempted to shut off the system and read! ,0.01911316253244877,0.17598555982112885,0.8049013018608093,0.9979159235954285,0.002084041479974985,0.9989535808563232,0.0010463767684996128
radha_, heylooo.. am okay.. Mondays are bad  hows you??,0.10627272725105286,0.4486147165298462,0.44511255621910095,0.9789430499076843,0.02105698734521866,0.9993834495544434,0.0006164945662021637
radha_, has your headache vanished? I seem to have got it now.. ,0.08005064725875854,0.7274258136749268,0.1925235241651535,0.9995737671852112,0.0004262381116859615,0.9990010857582092,0.0009988847887143493
radha_, yeah! damn dangerous thing.. ,0.8901545405387878,0.09456221014261246,0.015283227898180485,0.6500683426856995,0.3499316871166229,0.9986271858215332,0.0013727803016081452
radha_, I was afraid of that  will fix a timespan between compliments now :|,0.7095381617546082,0.27421149611473083,0.016250381246209145,0.998855710029602,0.0011442597024142742,0.9993564486503601,0.0006435061804950237
radha_, that link is blocked here at work.. but ,0.40900272130966187,0.5656535625457764,0.0253437589854002,0.9998528957366943,0.00014707610534969717,0.9992782473564148,0.000721760094165802
radha_, I know!! the delay cost us dearly.. ,0.8767397403717041,0.11125373840332031,0.01200652401894331,0.9998101592063904,0.00018983050540555269,0.9992714524269104,0.0007285160245373845
radha_, sorry to hear abt your 15 hour days at work.. I know how shitty that feels ,0.9338134527206421,0.06096697971224785,0.005219553597271442,0.9997667670249939,0.00023323946516029537,0.9993576407432556,0.000642365834210068
radha_, oohh.. thats bad!! so there are no more clean and beautiful places in South India ,0.9211795926094055,0.07064992189407349,0.008170446380972862,0.998011589050293,0.0019884328357875347,0.9992282390594482,0.0007717070402577519
radha_, I know.. not everyone has lazy fridays  ,0.24871905148029327,0.6468412280082703,0.10443966090679169,0.9998644590377808,0.00013552751624956727,0.9992169141769409,0.000783056952059269
radha_, hey! chutti was very tiring.. and have to travel again tomo  how was your Friday?,0.3475761413574219,0.524225115776062,0.1281987577676773,0.9923700094223022,0.007629982195794582,0.9993483424186707,0.0006516370340250432
radha_,Today my cousin asked me the bus route no. from Jayanagar to MG Road.. &amp; I had no freaking clue..  not good.. need to know these things..,0.8425608277320862,0.14530915021896362,0.01213005743920803,0.9920474290847778,0.007952634245157242,0.9996178150177002,0.0003822157741524279
radha_, I have two 21&quot; LCDs at my desk ,0.017978060990571976,0.807202160358429,0.17481978237628937,0.9998601675033569,0.00013978034257888794,0.9993041753768921,0.0006957785226404667
radha_,These images of families of the passengers are really moving  What a tragedy.. 228 people at one go.. terrible..,0.8706445693969727,0.11523908376693726,0.014116358011960983,0.9998103976249695,0.00018957420252263546,0.999517560005188,0.0004824828647542745
radha_, I have a cold too  with throat and ear pain!,0.8644780516624451,0.12208542972803116,0.013436536304652691,0.9998571872711182,0.00014283279597293586,0.999583899974823,0.00041614921065047383
radha_,Run out of koflets.. and my throat is killing me ,0.9191011786460876,0.07054666429758072,0.010352225974202156,0.0799495130777359,0.9200504422187805,0.999157190322876,0.000842817360535264
radha_,Hallo  how are you all? my cold has got worse and I feel like a patient  with no patience obviously,0.8483843207359314,0.13081112504005432,0.020804544910788536,0.9924662709236145,0.007533760275691748,0.9986991882324219,0.0013008305104449391
radha_,Finished one full pack of mentos .. did nothing for my throat  I need minti!,0.8182298541069031,0.14791560173034668,0.03385448455810547,0.9998506307601929,0.00014934800856281072,0.9988651275634766,0.0011348704574629664
radha_, I've given up on blocking them now.. My followers list has grown by ~30 in the last 2-3 days.. hate it ,0.9183138608932495,0.073880635201931,0.007805488537997007,0.975760817527771,0.02423921599984169,0.9993743300437927,0.0006257547647692263
radha_,    One kitty just followed me again!!! I speak too soon sometimes.. Blah!,0.580270528793335,0.293747216463089,0.12598218023777008,0.9998363256454468,0.0001636448287172243,0.9986535310745239,0.0013464052462950349
radha_, oh okay.. D90 is gonna work out quite expensive for me  I would have loved to buy that..,0.04102599248290062,0.18476124107837677,0.7742127776145935,0.9998643398284912,0.00013567492715083063,0.9990361928939819,0.0009638769552111626
radha_,Headed home now.. Gotta wake up at 6.30  Catch you all tomo tweeps!,0.005833916366100311,0.5435270071029663,0.4506390392780304,0.9980418682098389,0.0019581143278628588,0.9992328882217407,0.0007671403000131249
radha_, the price goes up by atleast 20k for a 18-200 lens  out of my budget,0.4922523498535156,0.472692608833313,0.03505510464310646,0.9998623132705688,0.00013761343143414706,0.9988622665405273,0.0011377019109204412
radha_,Very bored today ,0.8438571095466614,0.1414637416601181,0.014679156243801117,0.9997655749320984,0.00023445663100574166,0.9993390440940857,0.0006609515403397381
radha_, oh! I remembered now that you arent having a good day at work today.. ,0.8767234086990356,0.11502286046743393,0.008253749459981918,0.9998618364334106,0.00013819834566675127,0.9994398951530457,0.000560035347007215
radha_,I hope they wind up the meeting at 1.. Dont wanna get late ,0.3317776620388031,0.6049076914787292,0.06331469863653183,0.9998632669448853,0.00013665961159858853,0.9994388222694397,0.0005612016539089382
radha_,I'm back.. the cab left before I could reach the parking lot.. gotta wait till 2 ,0.2779720425605774,0.6630063652992249,0.05902157723903656,0.9997355341911316,0.00026449092547409236,0.9993541836738586,0.0006458400748670101
radha_," When I go early, my cab is the last to leave.. and when I am half a minute late, its the first to leave ",0.10861009359359741,0.8154492378234863,0.07594062387943268,0.9996333122253418,0.0003667013952508569,0.9988104104995728,0.0011896340874955058
radha_,Why's everyone talking abt mysore pak?? Now I want mysore pak  ,0.5819085836410522,0.35860326886177063,0.05948811024427414,0.9357064366340637,0.06429357081651688,0.9992921352386475,0.000707846658769995
radha_,My next purchase will definitely be an external HD with &gt;300 GB space.. tired of deleting files to make space for new stuff ,0.23814120888710022,0.4442274868488312,0.3176313042640686,0.9998425245285034,0.0001574299531057477,0.9992538094520569,0.0007461519562639296
radha_,Met my fave college buddies last evening and had dinner together.. was wonderful and refreshing ,0.002141737611964345,0.008183935657143593,0.9896742701530457,0.9998629093170166,0.00013706916070077568,0.9995726943016052,0.0004272893420420587
radha_, The first three seasons were great... Its getting a little boring now in the 4th season.. Its a must-watch  You will love Barney..,0.008513590320944786,0.03871751204133034,0.9527689218521118,0.999866247177124,0.0001337171415798366,0.9994595646858215,0.0005403913091868162
radha_, yeah! its a nice hot noon now  am late as usual ,0.0023509254679083824,0.0248163640499115,0.9728326797485352,0.9993500113487244,0.0006500237504951656,0.9989933371543884,0.001006621983833611
radha_, u can get the hot doctor to cut it off   ,0.13769051432609558,0.8318618535995483,0.030447589233517647,0.9508273601531982,0.04917262867093086,0.9989257454872131,0.0010742474114522338
radha_, good afternoon! hows your sunday going? other than Hannah Montana of course ,0.002549092285335064,0.053968645632267,0.9434822201728821,0.9973185658454895,0.002681402489542961,0.9992471933364868,0.0007528666174039245
radha_, hey! good for you  and pls dont trouble your poor toe like that again..,0.11129152029752731,0.22028939425945282,0.6684190630912781,0.8038185834884644,0.19618138670921326,0.999239444732666,0.000760515860747546
radha_," I am just 'okay-okay' .. like the rest of the sane population in the world, I hate mondays ",0.7619932889938354,0.20359380543231964,0.03441297262907028,0.9994933605194092,0.0005065977456979454,0.9993619322776794,0.0006380663253366947
radha_, haha.. good for you  ,0.004085723776370287,0.016239214688539505,0.9796750545501709,0.9992296695709229,0.0007702945731580257,0.9993078708648682,0.0006921308231540024
radha_,  - hey! nice pic ,0.0030559413135051727,0.015013080090284348,0.9819309711456299,0.9996341466903687,0.00036586576607078314,0.9993594288825989,0.0006405923049896955
radha_, yeah.. gives me something useless to crib abt ,0.8715109825134277,0.11786755174398422,0.010621455498039722,0.992606520652771,0.007393432781100273,0.9942723512649536,0.005727692972868681
radha_, Leave multitasking to us women  ,0.1536833941936493,0.6712014675140381,0.17511513829231262,0.9947163462638855,0.005283669102936983,0.9562352299690247,0.04376479610800743
radha_, I can understand! ,0.008317402563989162,0.17074839770793915,0.8209342360496521,0.9998393058776855,0.00016067232354544103,0.9990686774253845,0.0009313218179158866
radha_," okies!! that works   .. btw, I cant see the tweets there.. can someone accept me?",0.04888833314180374,0.5675700306892395,0.38354161381721497,0.997639536857605,0.0023604645393788815,0.9992935657501221,0.000706372142303735
radha_, hahhahah is the only comment I would like to make   ,0.08362550288438797,0.43475571274757385,0.4816187918186188,0.9865052103996277,0.013494743965566158,0.9990947246551514,0.000905247638002038
radha_,   would love to see your doodle there ,0.0021745911799371243,0.042674653232097626,0.9551507830619812,0.9995567202568054,0.0004432807909324765,0.999383807182312,0.000616213190369308
radha_, thanks! ya.. I did ,0.0033703406807035208,0.03640824928879738,0.9602214694023132,0.9998346567153931,0.0001653414365136996,0.9991896748542786,0.0008103012223728001
radha_, Thank youed ,0.007964796386659145,0.06872712075710297,0.9233081340789795,0.9998446702957153,0.000155287969391793,0.9991868138313293,0.0008131448994390666
radha_, I know  I was just trying to do some timepass ,0.06838065385818481,0.8284391164779663,0.1031801626086235,0.9998427629470825,0.00015724814147688448,0.9993719458580017,0.0006280371453613043
radha_, If I say 'haha' does that mean I still have a funny bone? ,0.06852937489748001,0.6207200288772583,0.3107506036758423,0.9997326731681824,0.000267296185484156,0.9989218711853027,0.0010781519813463092
radha_, thank you! ,0.005322071257978678,0.027252310886979103,0.9674256443977356,0.999853253364563,0.00014673263649456203,0.9993311166763306,0.0006688533467240632
radha_,  bournvita is the only thing I know to make.. apart from boiling water  kitchen and me dont get along well  ,0.8500736951828003,0.13402581214904785,0.0159005057066679,0.9998461008071899,0.00015382339188363403,0.9982841610908508,0.0017157649854198098
radha_, sort of.. but it wont look like how Maggi should look ,0.5622849464416504,0.42007654905319214,0.017638519406318665,0.9984096884727478,0.0015902958111837506,0.9985451698303223,0.001454838435165584
radha_, haha! thankfully it happens only on Monday noons for me.. ,0.003949671983718872,0.06638060510158539,0.9296697378158569,0.9990361928939819,0.0009637787006795406,0.9994675517082214,0.0005325053352862597
radha_, please give us an example..   ,0.04543013498187065,0.8442739248275757,0.1102958470582962,0.9994257688522339,0.0005742747453041375,0.9990665316581726,0.0009335152572020888
radha_, oh.. you were a part of tourofnilgiris? thats great  did you cycle too?,0.002820461755618453,0.022077830508351326,0.9751017093658447,0.9960554838180542,0.003944504074752331,0.9994022846221924,0.0005977308610454202
radha_, oh!! thanks for explaining that ..  good idea..,0.003943195566534996,0.025207631289958954,0.9708492159843445,0.999819815158844,0.00018024526070803404,0.9995748400688171,0.00042521647992543876
radha_,   thank you for enlightening me ,0.004327754955738783,0.10252002626657486,0.8931522369384766,0.9998588562011719,0.00014110653137322515,0.9995469450950623,0.00045300129568204284
radha_, that blog is good timepass ,0.014115064404904842,0.12839753925800323,0.8574873805046082,0.9993197917938232,0.0006802233401685953,0.9990254640579224,0.0009745046263560653
radha_,  both sound good! ,0.00227603898383677,0.01798751763999462,0.9797363877296448,0.9997829794883728,0.00021704447863157839,0.9994264841079712,0.000573588244151324
radha_, ohhoo.. take care.. have some hot tea and bonda soup  ,0.017059601843357086,0.4555070698261261,0.5274333357810974,0.9989855885505676,0.001014342880807817,0.9992406368255615,0.0007594313938170671
radha_, you wore a pink shirt? thats nice ,0.003231517970561981,0.02414580062031746,0.9726226925849915,0.9997530579566956,0.00024692804436199367,0.9995536208152771,0.00044633643119595945
radha_, Can never get tired of the beauty there  Its so serene and untouched ,0.007659011986106634,0.01671009138226509,0.9756308794021606,0.999863862991333,0.000136132090119645,0.9990625977516174,0.0009374575456604362
radha_,  .... Halloo sheeps.. Hows the flock celebrating ?  thanks for  ,0.004115532152354717,0.12411149591207504,0.8717730045318604,0.9923377633094788,0.007662215270102024,0.9993995428085327,0.0006004144670441747
radha_,  thank you!! travelling again this weekend?,0.00209618522785604,0.04324602335691452,0.9546578526496887,0.9998419284820557,0.0001580113748786971,0.9994391798973083,0.0005607545608654618
radha_, wow! thats great ,0.007036334834992886,0.012873831205070019,0.9800897836685181,0.9997641444206238,0.00023585656890645623,0.999334990978241,0.00066495401551947
radha_, Twitter was rather quiet yesterday ,0.19500407576560974,0.7667027115821838,0.038293275982141495,0.9998562335968018,0.0001436887396266684,0.9994106292724609,0.000589359609875828
radha_, good and safe choice ,0.024084003642201424,0.1826019436120987,0.7933140993118286,0.9997965693473816,0.00020348305406514555,0.9984448552131653,0.0015551954274997115
radha_," As long as Gibbs and Gilchrist bat well, you can go save money on your drinks ",0.027490315958857536,0.4062057137489319,0.5663039684295654,0.9998538494110107,0.00014614881365559995,0.9988043308258057,0.0011957052629441023
radha_, haha  not worth celebrating   ,0.8591545224189758,0.1200486496090889,0.020796826109290123,0.9983590245246887,0.0016410102834925056,0.9984227418899536,0.0015772569458931684
radha_, pata nahin.. still at 299   ,0.032885100692510605,0.9071305394172668,0.059984397143125534,0.9987815022468567,0.0012184560764580965,0.9992997646331787,0.000700234028045088
radha_, Good job Mr Sheep ,0.04852398857474327,0.16347934305667877,0.7879966497421265,0.9643895030021667,0.035610463470220566,0.9990161657333374,0.0009838280966505408
radha_, haha! sure.. will do that   ,0.0022807333152741194,0.054351601749658585,0.9433676600456238,0.9995001554489136,0.0004998186486773193,0.9994439482688904,0.0005560308345593512
radha_, good night! catch you tomo.. happy weekend ,0.0031884033232927322,0.017108051106333733,0.9797035455703735,0.9991564750671387,0.0008434897754341364,0.9991453886032104,0.0008546432363800704
radha_, Hie! Yep I was in Mysore ystday and today  yeah! wemissed another chance! hows your Kerala trip going?,0.009916596114635468,0.2915627658367157,0.6985206007957458,0.9997947812080383,0.00020521243277471513,0.9995012283325195,0.0004987544962204993
radha_,Hallo      .. Happy Sunday! ,0.002465323079377413,0.014063208363950253,0.9834713935852051,0.9994284510612488,0.0005715717561542988,0.9994000196456909,0.0006000089342705905
radha_, yeah.. I saw your tweets heavily supporting smoking ,0.4406220316886902,0.5375928282737732,0.021785082295536995,0.999859094619751,0.00014089142496231943,0.9994563460350037,0.0005436963983811438
radha_, good chance that the next gen kids will know ash and wont know that India has a President ,0.3118060231208801,0.6121321320533752,0.07606181502342224,0.8204795718193054,0.1795203685760498,0.9993600249290466,0.0006400201818905771
radha_, hmm yeah you are right ,0.011974000371992588,0.35044804215431213,0.6375779509544373,0.9992212057113647,0.0007787817739881575,0.9993240833282471,0.0006759755779057741
radha_, Am lazing... Waiting for food to start grazing..  Next song on the playlist??,0.004253757186233997,0.15995937585830688,0.8357868790626526,0.9998540878295898,0.00014583225129172206,0.9991887211799622,0.0008112193900160491
radha_, You can expect a lot of 'Cutes' and 'Awwws' once you twitpic them  Here's one from me.. one month old pup? awwww.. so cute ,0.00467305164784193,0.04486570507287979,0.950461208820343,0.9996188879013062,0.00038111567846499383,0.9991375207901001,0.0008623935864306986
radha_, Hey! Wish you a very happy birthday ,0.0023045209236443043,0.007490780204534531,0.9902046918869019,0.9998595714569092,0.00014040671521797776,0.9990038275718689,0.0009961642790585756
radha_,Finally watched all the season 4 episodes of HIMYM .. The writers seem to be getting back in form.. Looking forward to season 5 ,0.0025990447029471397,0.021888718008995056,0.9755122065544128,0.9998308420181274,0.000169141057995148,0.9994826316833496,0.0005173136596567929
radha_, hmm  I found only season 4 boring..,0.8335343599319458,0.15722793340682983,0.00923773180693388,0.9998621940612793,0.0001378419401589781,0.9995036125183105,0.0004964316030964255
radha_, hmm okay.. I wanna watch a re-run of the finals too.. will tune into star cricket more often then ,0.005582826212048531,0.4626722037792206,0.5317450165748596,0.999848484992981,0.00015145122597459704,0.999096155166626,0.0009038540301844478
radha_, haha!! Brilliant ,0.008399922400712967,0.018675269559025764,0.9729247689247131,0.9993917942047119,0.0006082368199713528,0.9992805123329163,0.000719510018825531
radha_, name for a bus route? interesting ,0.008618127554655075,0.4721384346485138,0.5192434191703796,0.9998476505279541,0.0001523050741525367,0.9994589686393738,0.0005409919540397823
radha_," thats good! my work is pretty balanced now, so am able to tweet in between work ",0.005176496226340532,0.053767506033182144,0.9410560131072998,0.9997683167457581,0.00023163296282291412,0.9990629553794861,0.0009371137712150812
radha_, Change in DP and handle? You got me confused ,0.42997488379478455,0.5534284114837646,0.016596682369709015,0.998766303062439,0.0012337769148871303,0.9992191791534424,0.0007808446534909308
radha_, hey! thanks ,0.0032206526957452297,0.03537455201148987,0.9614048004150391,0.9998387098312378,0.00016128629795275629,0.9994716048240662,0.0005283909849822521
radha_, Am gonna finish the twilight series tonight.. Will start Shantaram tomo and HP after that ,0.003311669919639826,0.6040252447128296,0.39266306161880493,0.9996953010559082,0.0003047030477318913,0.9991676807403564,0.0008323522633872926
radha_, You mean with the sunglasses and all? Wow.. Now I really wanna see the pics   ,0.009360497817397118,0.11024688184261322,0.8803926110267639,0.999862790107727,0.00013716066314373165,0.9994949102401733,0.0005051267216913402
radha_, yep! thats the movie ,0.0025697534438222647,0.21053585410118103,0.7868944406509399,0.9992796778678894,0.0007203297573141754,0.999214768409729,0.0007852321723476052
radha_, I have abt 50 pages left to read in the 4th book.. always read the book and then watch the movie ,0.05224928259849548,0.7478147745132446,0.1999358981847763,0.9995993971824646,0.0004006790986750275,0.999100923538208,0.0008991272188723087
radha_,  glad that you are getting to see rain..,0.0031688378658145666,0.025111667811870575,0.9717195630073547,0.9988868832588196,0.001113127451390028,0.9994065761566162,0.0005934527143836021
radha_, yeah..  told me how to do it.. thanks ,0.0058625489473342896,0.27962762117385864,0.7145098447799683,0.9997164607048035,0.0002834814367815852,0.9995423555374146,0.0004576554347295314
radha_,"  okay.. BTW,  's making a valid point ",0.013554957695305347,0.29235896468162537,0.6940860748291016,0.9952983260154724,0.0047017293982207775,0.999472439289093,0.0005275644361972809
radha_,  quite often.. put this one last week &amp; it'll stay for sometime ,0.006707918830215931,0.7626946568489075,0.23059742152690887,0.999589741230011,0.0004102633974980563,0.9994654059410095,0.0005345516838133335
radha_, but people aren't getting your satire! not good      ,0.9287590980529785,0.06398428976535797,0.007256612181663513,0.9803830981254578,0.01961687207221985,0.9994502663612366,0.0005497054662555456
radha_, Yep! You shoud ask    &amp;  abt that story ,0.0233511533588171,0.7462635636329651,0.23038524389266968,0.9970241189002991,0.0029758233577013016,0.9994043111801147,0.000595742603763938
radha_, Oh! okay   ,0.007787297014147043,0.2270694226026535,0.7651432156562805,0.9975428581237793,0.002457188908010721,0.9988380074501038,0.0011620540171861649
radha_, I think I'll end up learning Mallu thanks to you ,0.00395313510671258,0.10688994079828262,0.8891569375991821,0.996822714805603,0.003177272155880928,0.9994901418685913,0.0005098460824228823
radha_,   hmmm okay.. but cant remember ,0.15525907278060913,0.7982346415519714,0.04650622978806496,0.999692440032959,0.0003075926215387881,0.999420166015625,0.0005798880010843277
radha_, Oh yes! that's it.. I remember now   ,0.004686568398028612,0.09054134041070938,0.9047721028327942,0.9984111785888672,0.0015887408517301083,0.9991030693054199,0.0008969735354185104
radha_, That's a relief then ,0.015203772112727165,0.10359710454940796,0.8811991810798645,0.9995077848434448,0.0004922382067888975,0.9983660578727722,0.0016338976565748453
radha_,Listening to 'Ninindale' .. Will I ever get tired of the song? Naa.. Dont think so..  ,0.13663727045059204,0.4236200749874115,0.43974265456199646,0.9997653365135193,0.00023464488913305104,0.9990872144699097,0.0009127736557275057
radha_, ask  ,0.042915891855955124,0.8719191551208496,0.0851648822426796,0.9995535016059875,0.00044644749141298234,0.9992039799690247,0.0007960040238685906
radha_,Ohhh!!!  made it to the trending topics list ,0.0018559761811047792,0.041695814579725266,0.9564481377601624,0.9991641044616699,0.0008359345956705511,0.999357283115387,0.0006426612380892038
radha_, oh! thank God ,0.004744312260299921,0.016959473490715027,0.978296160697937,0.9998522996902466,0.00014762392675038427,0.9990217685699463,0.0009781817207112908
radha_," Actually,  would have been more appropriate ",0.0803869366645813,0.5569354295730591,0.362677663564682,0.9993622899055481,0.0006376936798915267,0.9980931878089905,0.0019067662069573998
radha_, haha!  that gaze in your DP totally goes with all your tweets :-P ,0.0029491169843822718,0.023912834003567696,0.9731380939483643,0.9588472843170166,0.041152700781822205,0.9993564486503601,0.000643518753349781
radha_,Zimbly love looking at pictures of Cherry Blossoms  they make me happee ,0.0035976790823042393,0.012365030124783516,0.9840372800827026,0.9948793649673462,0.0051205893978476524,0.99925297498703,0.0007469494012184441
radha_, I noticed that too  references to  and fraandsheep is common now    ,0.04294150322675705,0.8766698241233826,0.08038872480392456,0.9998601675033569,0.00013977942580822855,0.9992479681968689,0.0007519613718613982
radha_, Haha! I know  those pups are damn cute  I went all awww when I saw the pics  Eat well!,0.006502958480268717,0.018302883952856064,0.9751940965652466,0.9998644590377808,0.00013554637553170323,0.9991998076438904,0.0008001689566299319
radha_, Fever is gone.. Cold is intact.. cold act made me sleep well.. its time for Vicks inhaler now ,0.02053229510784149,0.30729883909225464,0.6721689105033875,0.9998283386230469,0.0001716433762339875,0.9987744688987732,0.001225520158186555
radha_," ohh! okay.. if you block one, three more will follow you.. so I've given up on them now ",0.46878552436828613,0.49192216992378235,0.03929222747683525,0.9926714897155762,0.007328495848923922,0.9992470741271973,0.0007529038703069091
radha_,    there's a pretty big club here then ,0.007702138740569353,0.4725930988788605,0.5197047591209412,0.9998595714569092,0.00014039923553355038,0.9990304708480835,0.0009695237968116999
radha_,  haha! its so perfect for coffee and good music right?,0.0019821503665298223,0.007178009953349829,0.9908398985862732,0.9996956586837769,0.00030434795189648867,0.9995293617248535,0.000470647617476061
radha_,  okay.. thanks!,0.0057157292030751705,0.1588093787431717,0.8354748487472534,0.9998494386672974,0.00015059181896504015,0.9995741248130798,0.0004258714325260371
radha_, New work is good.. A lot of free time right now till I get ramped up ,0.003459763713181019,0.03308487311005592,0.963455319404602,0.9998420476913452,0.0001579408854013309,0.998619794845581,0.00138016976416111
radha_,  okies,0.0320119634270668,0.5323832631111145,0.4356047213077545,0.9964522123336792,0.0035478125791996717,0.9988613128662109,0.001138721127063036
radha_, oh.. good.. and I am not surprised that  &amp;  would call each other  ,0.012834848836064339,0.14292776584625244,0.8442373871803284,0.9926173090934753,0.007382649462670088,0.9992276430130005,0.0007723468588665128
radha_,  no.. I got the meaning..,0.09952856600284576,0.7974915504455566,0.10297992080450058,0.9979760050773621,0.002024033572524786,0.9995546936988831,0.0004453302826732397
radha_, haha.. in that case you are just gonna blend into the crowd  ,0.07917601615190506,0.5578088164329529,0.36301517486572266,0.9888532161712646,0.011146824806928635,0.9993273019790649,0.0006726895226165652
